process_name,process_id,process_location,process_description,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_ecoinvent_type,_old_process_id,_old_exchange_flow_id,orig_process_id,orig_exchange_id,allocation_factor,allocation_type
power plant construction - ngcc_const - Seattle City Light,512d0f91-d4a3-396e-b227-7284f01edb9d,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,512d0f91-d4a3-396e-b227-7284f01edb9d.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,512d0f91-d4a3-396e-b227-7284f01edb9d,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Avista Corporation,8040ebe0-ccbb-3cdd-ba15-75f7cf97b795,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,8040ebe0-ccbb-3cdd-ba15-75f7cf97b795.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,8040ebe0-ccbb-3cdd-ba15-75f7cf97b795,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Western Area Power Administration - Desert Southwest Region,421af73c-0dfd-32c8-ae60-bd01fcc220fb,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,421af73c-0dfd-32c8-ae60-bd01fcc220fb.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,421af73c-0dfd-32c8-ae60-bd01fcc220fb,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Puget Sound Energy,5435fc03-18a2-38b2-8584-35afbdc3fda0,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,5435fc03-18a2-38b2-8584-35afbdc3fda0.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,5435fc03-18a2-38b2-8584-35afbdc3fda0,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - Western Area Power Administration - Desert Southwest Region,95ad1097-936b-30c0-a1be-cdb7ea66119f,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,95ad1097-936b-30c0-a1be-cdb7ea66119f.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,95ad1097-936b-30c0-a1be-cdb7ea66119f,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Public Service Company of Colorado,26625c76-0b25-33f1-841b-ae96bc348ffb,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,26625c76-0b25-33f1-841b-ae96bc348ffb.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,26625c76-0b25-33f1-841b-ae96bc348ffb,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Gridforce South,3157555a-f4f7-3bed-a83a-6f6b5a9f0b32,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,3157555a-f4f7-3bed-a83a-6f6b5a9f0b32.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,3157555a-f4f7-3bed-a83a-6f6b5a9f0b32,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Tennessee Valley Authority,7942fc9e-8d1c-38a0-be91-1459c32fc2bd,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,7942fc9e-8d1c-38a0-be91-1459c32fc2bd.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,7942fc9e-8d1c-38a0-be91-1459c32fc2bd,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - Los Angeles Department of Water and Power,b5edf29b-ec8f-3588-ba9e-036143e0689c,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,b5edf29b-ec8f-3588-ba9e-036143e0689c.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,b5edf29b-ec8f-3588-ba9e-036143e0689c,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Western Area Power Administration - Desert Southwest Region,b5450280-e09e-3977-b803-106b2f535fee,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,b5450280-e09e-3977-b803-106b2f535fee.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,b5450280-e09e-3977-b803-106b2f535fee,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - coal_const - NorthWestern Energy (NWMT),850e0a08-0838-35e9-9d3f-ef9d7b99cf17,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,850e0a08-0838-35e9-9d3f-ef9d7b99cf17.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,850e0a08-0838-35e9-9d3f-ef9d7b99cf17,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Tampa Electric Company,2438e27e-ed0d-3c55-b352-3295e91ca32f,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,2438e27e-ed0d-3c55-b352-3295e91ca32f.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,2438e27e-ed0d-3c55-b352-3295e91ca32f,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_thermal_const - US Average,4e0dec44-88d3-3624-bd27-a34074c1f3d1,US,"This process represents the cradle-to-gate inventory for electricity production from US solar thermal power plants. Inventories were developed for each solar thermal plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The inventory for the plant is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,4e0dec44-88d3-3624-bd27-a34074c1f3d1.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,4e0dec44-88d3-3624-bd27-a34074c1f3d1,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Florida Power & Light Company,b40e4f30-8af2-3582-aab7-67addb470a76,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,b40e4f30-8af2-3582-aab7-67addb470a76.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,b40e4f30-8af2-3582-aab7-67addb470a76,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Nevada Power Company,34bfd935-4a10-3410-ab3f-01b233f60d5f,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,34bfd935-4a10-3410-ab3f-01b233f60d5f.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,34bfd935-4a10-3410-ab3f-01b233f60d5f,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - Tampa Electric Company,aa0abcc2-0854-3ac9-9396-369f56a41690,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,aa0abcc2-0854-3ac9-9396-369f56a41690.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,aa0abcc2-0854-3ac9-9396-369f56a41690,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - ISO New England Inc.,698da6af-6c04-3dd2-849f-4e4bbabfa307,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,698da6af-6c04-3dd2-849f-4e4bbabfa307.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,698da6af-6c04-3dd2-849f-4e4bbabfa307,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Public Service Company of Colorado,2817aa91-8bbb-3df9-8d86-9fef3e71f196,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,2817aa91-8bbb-3df9-8d86-9fef3e71f196.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,2817aa91-8bbb-3df9-8d86-9fef3e71f196,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
"power plant construction - solar_pv_const - Associated Electric Cooperative, Inc.",70866277-1fd9-3f62-b2b8-62bac605e244,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,70866277-1fd9-3f62-b2b8-62bac605e244.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,70866277-1fd9-3f62-b2b8-62bac605e244,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
"power plant construction - wind_const - NaturEner Wind Watch, LLC",227c5952-3107-3195-b9cd-4f617f1ada5c,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,227c5952-3107-3195-b9cd-4f617f1ada5c.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,227c5952-3107-3195-b9cd-4f617f1ada5c,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - Florida Municipal Power Pool,28f997c8-9ba0-3c33-a31a-604ec5ef4456,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,28f997c8-9ba0-3c33-a31a-604ec5ef4456.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,28f997c8-9ba0-3c33-a31a-604ec5ef4456,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - ngcc_const - Dominion Energy South Carolina,82a30953-d05f-3958-a28b-2b279fefbdc8,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,82a30953-d05f-3958-a28b-2b279fefbdc8.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,82a30953-d05f-3958-a28b-2b279fefbdc8,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - coal_const - Nevada Power Company,9e92167b-f25d-3314-8ddb-2926b3720538,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,9e92167b-f25d-3314-8ddb-2926b3720538.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,9e92167b-f25d-3314-8ddb-2926b3720538,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - California Independent System Operator,a2fa51e8-27ba-30f9-9c74-98eedf5db901,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,a2fa51e8-27ba-30f9-9c74-98eedf5db901.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,a2fa51e8-27ba-30f9-9c74-98eedf5db901,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - solar_pv_const - US Average,b5ffd6d3-9832-3954-9b01-175120af454c,US,"Solar inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US solar photovoltaic power plants. Inventories were developed for each solar PV plant in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include plant construction and minor operating emissions from fuel combustion, etc. The total inventory for the plant construction is allocated over an assumed 30 year life. The resulting yearly construction emissions are divided by the generation for the specified year to provide inventories per MWh (e.g., kg CO2/MWh). This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,b5ffd6d3-9832-3954-9b01-175120af454c.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,b5ffd6d3-9832-3954-9b01-175120af454c,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
"power plant construction - coal_const - PJM Interconnection, LLC",3ab6cce4-0eae-3fd5-93be-eb5048cfad8c,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,3ab6cce4-0eae-3fd5-93be-eb5048cfad8c.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,3ab6cce4-0eae-3fd5-93be-eb5048cfad8c,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - coal_const - PacifiCorp - East,4ff6d5c6-dc58-3862-bcff-3a2ebd30b9e5,US,"The cradle-to-gate inventory for the construction of the fossil fuel generators (coal, gas, and oil). The inventories represent the construction of either natural gas combined cycle or coal power plants using an economic input output life cycle inventory model (https://doi.org/10.1016/j.jclepro.2017.04.150) and the construction costs for these plants as detailed by NETL techno-economics analysis (https://www.netl.doe.gov/energy-analysis/details?id=729). These type different types of power plants are then assigned to the various power plants according to the plant they most resemble. The inventories are then scaled according to power plant capacity relative to the source power plants and the allocated over an assumed 30 year life. The single year of impacts are then divided by the generation of the year selected in the model configuration. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,4ff6d5c6-dc58-3862-bcff-3a2ebd30b9e5.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,4ff6d5c6-dc58-3862-bcff-3a2ebd30b9e5,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
power plant construction - wind_const - Tucson Electric Power Company,b5a1da4a-c459-3a01-a0e7-cf3a6234c5d3,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,b5a1da4a-c459-3a01-a0e7-cf3a6234c5d3.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,b5a1da4a-c459-3a01-a0e7-cf3a6234c5d3,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
"power plant construction - wind_const - Associated Electric Cooperative, Inc.",5e357fba-c7d7-3d9c-a80e-f4b659e8a7ff,US,"Wind inventories are provided in two parts - construction and from operations. Together they represent the cradle-to-gate inventories for electricity production from US wind turbine power plants. Inventories were developed for each wind farm in the 2016 or 2020 EIA 860 data, as specified in the model configuration, using a custom life cycle model. Boundaries include wind turbine construction and minor operating emissions from fuel combustion, maintenance, etc. The inventory for the wind farm is allocated over an assumed 30 year life. The aggregation performed in the electricity LCI code will then divide those inventories by the generation in the selected year to provide results on the basis of MWh. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.",power plant construction,5e357fba-c7d7-3d9c-a80e-f4b659e8a7ff.d1fbd92e-7558-345c-a1d0-1f417667a579,1.0,Item(s),production,5e357fba-c7d7-3d9c-a80e-f4b659e8a7ff,d1fbd92e-7558-345c-a1d0-1f417667a579,,,1.0,
